transaction_id,transaction_amount,transaction_hour,account_age_days,num_prior_transactions,is_fraud
146,3652.5159187468207,11.567355711058587,117,12,0
147,10062.284652760449,19.48968814620919,630,10,0
148,4687.275782753774,20.671549094423604,82,13,0
149,339.34275364506675,17.945840527305304,1664,12,0
150,1137.1124633568072,9.522209215778979,750,17,0
151,10.0,17.855777497285494,2592,11,0
152,1428.1147999501673,15.602253063984909,561,12,0
153,5118.484791118861,2.428152772996217,2700,24,0
154,2669.3337480320497,11.655085819298131,1286,11,0
155,2203.078017459243,3.1350742783345336,2956,12,0
156,1905.5725389923148,17.282445773564586,1652,15,0
157,5175.523231493726,6.64148098622287,2604,20,0
158,2376.737811408153,8.793839912283142,487,16,0
159,1630.9468365541618,3.136632594111969,257,29,0
160,940.2403784351527,11.173175947746481,2168,21,0
161,3317.8368967379624,18.777214314643018,794,18,0
162,4229.598608463977,11.970773997680869,991,13,0
163,1004.0391752248565,11.511203680533512,1681,20,0
164,2582.2657369777367,16.689629227538305,2761,12,0
165,5648.896333200749,3.1710339626052564,1223,7,1
166,1156.902364527972,8.28668410394856,599,16,0
167,5061.462584829593,18.014884559625987,1593,16,0
168,3464.663146250686,9.430122198186256,971,14,0
169,10.0,13.131706839193441,1821,9,0
170,1811.9199756731623,3.098940707330655,2652,11,1
171,6360.234804968625,14.219918154138018,69,13,0
172,2868.769137729891,13.664573827928935,898,14,0
173,2697.799704975243,9.911009918764226,2451,19,0
174,6208.606643719957,4.703640687438249,1144,18,0
175,725.2212354071748,14.540213450628524,2780,17,0
176,1019.550084399538,7.959816473114499,1742,20,0
177,6550.721335076139,1.6252614674335142,1034,12,0
178,3557.456461353859,3.9332720771450536,410,8,0
179,5155.650715213625,17.650147787634403,2562,10,0
180,4664.99601643444,11.000471350396445,140,23,0
181,2690.725136909502,6.987600958965929,1407,9,0
182,3786.4503516063596,15.681562222921448,1185,24,0
183,3968.494611772925,4.3765062278709514,2241,13,0
184,10.0,8.586108506816334,1596,13,0
185,851.4703179812286,17.419961138015797,2722,22,0
186,2046.5762008359545,17.298983985049496,816,13,0
187,6662.639689261996,12.671569768140921,2286,11,0
188,4255.582804698413,12.459819387078356,1517,10,0
189,10.0,20.726480787579106,967,13,0
190,1454.5773493044117,13.928035830430083,1053,19,0
191,6395.482153525241,10.198859653745913,747,10,0
192,3722.5043671305775,12.612344842029634,804,10,0
193,2389.6336048516487,5.334169629494578,982,14,0
194,2403.4363783559324,5.1817621625393455,1798,21,0
195,3311.7891911525626,10.50927166456416,609,13,0
196,206.44723881777054,9.482385577715206,645,18,1
197,10.0,19.534175147055848,2886,7,0
198,834.1487138281914,10.929743768875882,1023,14,0
199,10.0,1.5338696300645935,2835,10,0
200,5145.418377529889,3.307277737828043,1934,18,0
201,3334.965037593825,2.9751063307245342,7,11,1
202,1540.5440616784363,6.59864617084454,921,19,0
203,4106.409677607181,10.890222910074604,1526,11,0
204,3055.2337404843006,15.135414982701938,2507,18,0
205,6754.07194296753,21.018314402001185,1605,18,0
206,4408.509205955367,14.489677117883506,232,12,0
207,3166.5078191610132,11.014315191382863,842,18,0
208,3355.6133602361797,12.585313779410273,1760,14,0
209,1798.139593277317,10.020310802248312,1286,16,0
210,4597.554206260611,22.933254037498017,352,25,0
211,10.0,19.24005851968353,1531,14,0
212,10.0,9.891854546754871,980,17,0
213,6319.816881451632,23.0,2629,18,0
214,5058.505426349224,13.90548198246041,1556,14,0
215,2877.1072196845384,11.334040589394338,2096,27,0
216,3124.9299630888127,9.618478454932532,548,20,0
217,740.092304038255,16.918914375902396,1160,24,0
218,549.1299281239485,4.7219145509124285,920,20,0
219,6651.601626867662,9.075574359429062,2479,18,0
220,10.0,3.9484926949902714,2908,14,0
221,10.0,7.839563407771389,1106,12,0
222,4660.329397710898,17.836138626437158,2875,15,0
223,4264.248099619046,1.8150655532098448,107,15,0
224,3470.494371906046,0.0,593,16,0
225,5758.88361955926,13.945856808981983,2657,18,0
226,3679.9397367819447,10.479919402786534,625,16,0
227,2100.336116381402,12.743179669547162,701,22,0
228,2200.9782266352418,23.0,2771,10,1
229,2519.5564564407423,13.514941815614202,370,20,0
230,1633.4809252915804,14.462121887037291,664,20,0
231,2887.868196230053,0.2547552996881244,1727,16,0
232,10.0,15.399113712291456,885,20,0
233,2819.733171580822,3.322169451585438,1361,19,0
234,443.82950716288406,9.550511385455966,977,13,0
235,670.8326968697461,8.5679904985239,449,19,0
236,3867.7283268682877,5.264579705837269,795,18,0
237,1125.7753666102042,17.463567762890644,664,8,0
238,5286.2196205128985,20.028870897488222,1976,14,0
239,10.0,14.099183762083925,677,17,0
240,6457.086630918068,12.373029634746809,1525,21,0
241,2218.4731916385717,9.629366553277693,348,15,0
242,5825.652619333303,9.161673439138285,1585,19,0
243,6424.093675816246,11.600885562158126,313,21,0
244,2167.60477874258,14.175747118747323,584,9,0
245,1959.563970027471,3.6357962610805536,85,11,0
246,2876.2339490696495,3.634245942245151,219,12,0
247,4972.607522420374,0.0,1748,14,0
248,5024.167461347704,10.118702033289606,1703,17,0
249,1975.19958096001,1.965289144126805,604,20,0
250,7796.1084094757525,7.1560618559323785,143,15,0
251,2971.6579351592527,21.44959382588098,2659,16,0
252,5423.173175799755,15.321972615136898,1514,25,0
253,3370.7839982427026,8.25779575842733,1609,20,0
254,600.7295308669732,11.874510489291534,1323,10,0
255,10.0,7.834132768468817,2822,12,1
256,1901.578139036027,19.88229638854184,1331,12,0
257,1683.562990703247,17.34886445785208,11,16,0
258,2540.7931937600274,15.724211538434638,1239,8,0
259,4181.499221269323,15.80790839082803,546,10,0
260,4927.272283381298,12.13750356652891,1733,11,0
261,1751.9533918183704,4.429441893462979,84,14,0
262,2524.777181360737,16.371408300945642,2151,13,0
263,2275.3715264541916,19.010446919149892,1475,17,0
264,1666.3753443153012,14.857686920063298,231,13,0
265,3082.725516041786,9.083685598324369,2864,13,0
266,5293.274384420714,2.9124896270280445,2012,10,0
267,10.0,11.87203088206188,211,13,0
268,2611.055635382743,6.440904003377261,534,14,0
269,2980.3809303847615,16.99439284349702,2868,14,0
270,3408.334275104562,12.143291687265947,2082,18,0
271,319.0218875436399,9.180557172663688,1751,16,0
272,10.0,4.080753961911358,1546,18,0
273,5326.471041696912,8.690747999714787,1187,14,0
274,5601.799262447175,23.0,2473,20,0
275,2606.5943295597494,18.43054827241806,1460,19,0
276,2547.934732450792,8.89500571610328,2926,10,0
277,5806.850209794362,23.0,2931,15,0
278,2733.7789203621305,9.441107178630762,2504,13,0
279,111.53767665703117,14.479641361382008,398,13,0
280,2499.9084140619275,12.487494239413762,1849,17,0
281,5048.484089458083,15.150256761764293,1945,22,0
282,7010.194678860121,19.879384158579406,677,18,0
283,3070.3078573267367,11.911986639841182,2601,16,0
284,2782.445695135948,0.0,1137,14,0
285,4359.509325098585,7.7955543108457634,789,20,0
286,5427.973415980077,13.724172045283266,2086,12,0
287,1754.9134186119875,19.626355234844844,2262,12,0
288,1090.6121887990564,13.306835531449059,1691,23,0
289,2013.8503474369543,0.3536467349119352,2492,12,0
290,1563.3616997946988,7.742991572316387,829,19,0
291,6386.107253799231,8.16765934392939,411,14,0
292,7929.89508649445,18.624809192136127,375,13,0
293,3862.332037343474,9.624031784289357,2901,7,1
294,2143.360007191158,21.154521857205683,2869,15,0
295,10.0,11.469203006099015,1620,15,0
296,4234.809502288786,15.574092057922167,1856,12,0
297,6899.381209677631,13.766874457818963,2179,10,1
298,2705.367248792637,16.490060294497297,811,17,0
299,3373.5011996005337,5.3194027743408565,476,19,0
300,3932.485191337917,4.7420927488257405,1074,12,0
301,1983.4987171725343,1.543270943679346,380,19,0
302,5250.066997540322,1.7038426373691404,1421,8,1
303,7255.95807775682,14.224320838447396,2393,18,0
304,4306.37203408568,12.905602523846518,1363,22,0
305,6828.258071627389,7.7946065179060255,1167,10,0
306,2056.917065974887,10.516695155828732,756,10,0
307,10.0,12.221561863935175,265,15,0
308,1292.6826134217272,15.187440285939779,1255,19,0
309,2924.526270586571,12.675767371742138,1274,16,0
310,7101.266834756608,6.180735432697305,1619,11,0
311,5450.863966103626,0.0,2023,10,0
312,10.0,17.871563700880913,1501,10,0
313,3741.49010135445,8.221707151516211,2519,12,0
314,1242.944463297899,14.549666179332085,1429,14,0
315,2473.085263576205,0.0,2212,19,0
316,2096.25368804488,19.365178874165103,1503,14,0
317,1015.5665754968659,6.672152985552238,2275,11,0
318,5727.42605922908,15.791706096743651,1795,5,1
319,529.7868195130864,15.74567608326805,156,23,0
320,2723.554095836952,8.70260911764306,1923,15,0
321,1642.3858245650213,15.219121955650202,1123,13,0
322,6053.160659232559,10.142222181722712,987,17,0
323,2780.0346513978775,10.63847723285842,1946,20,0
324,4485.5965683508075,12.302863299178977,927,23,0
325,6222.464579269234,9.052255190185692,88,10,1
326,270.5525070058543,5.641392102295153,2088,23,0
327,1972.3067442897257,0.0,2092,16,0
328,5749.239417919562,17.197796626743582,2192,16,0
329,5519.693573769438,6.157169932765879,2366,12,0
330,1481.8579506635972,9.720237946622511,1246,13,0
331,6044.021295266191,8.307647873099762,1735,11,0
332,3545.4060706325035,9.347902800041155,2415,10,1
333,7570.25332595488,16.927957073235675,2743,17,0
334,3804.9028869336926,4.0426445979152685,2528,15,0
335,422.5803400023756,9.115972714134026,2653,21,0
336,5009.14246063447,7.138780328751854,926,15,0
337,694.7280259831473,13.535567704541727,2164,13,0
338,3848.8108602621232,6.962997865953208,249,19,0
339,3589.5611099928774,16.962688937116976,1489,17,0
340,4270.874418203804,22.92298889129797,382,10,0
341,1262.1523522144503,20.465145902171358,839,11,0
342,2123.9372868376972,19.306215240038735,2799,11,0
343,2409.8750374502524,9.787948310284877,1393,22,0
344,3064.0998859869346,13.877632448597105,2360,12,0
345,7362.746602279022,0.2971011155830894,361,13,0
346,3063.821458285935,20.534847121029525,1172,10,0
347,10.0,10.282784087610253,1512,16,0
348,5141.01006463254,19.6779931755311,2564,20,0
349,2349.8190550864374,17.171993038959805,415,15,0
350,6482.621454818871,17.847937356403495,2689,17,0
351,3312.443710135767,13.800756670111754,2538,22,0
352,3747.4525352435903,6.182415295109585,2531,23,0
353,1104.7591672057015,13.48346099859551,1525,17,0
354,2728.3244719454915,6.618293174244918,2606,15,0
355,595.4273101182162,14.08973701101786,2878,16,0
356,1927.8638624445161,13.324355949136514,1820,9,0
357,589.8128153343741,17.635034024852416,1232,15,0
358,3311.0975607591417,19.28478068737601,776,12,0
359,737.6110295149192,19.109017893164,471,18,0
360,2178.607737774943,18.522533124355455,767,11,0
361,1433.0020252037855,12.447404107510339,2139,19,0
362,3966.7201115053035,10.221791461744942,1842,12,0
363,4699.131534894545,17.658810547377122,540,14,0
364,5513.35920575349,13.739338058259424,359,11,1
365,10.0,12.53730727178512,2548,13,0
366,6290.1878647786825,16.38030228655016,1952,18,0
367,6864.009750734893,0.0,1795,23,0
368,3929.739379042113,11.573922363439342,338,15,0
369,544.3626836590138,0.0,1417,9,1
370,7271.033171104896,15.823258248028704,1688,20,0
371,2296.977430140084,12.622686416987193,2007,13,0
372,5353.902606004211,16.51857792882763,1020,18,0
373,3664.012578766445,7.894652441753379,997,9,0
374,7116.541407153647,11.928750629973916,528,7,1
375,1179.8381227566385,16.35075527962824,1639,10,0
376,2670.0710323107487,4.859364933130038,2608,15,0
377,727.8296318772764,18.80319294332566,63,20,0
378,3753.8027736655863,2.5074036812374274,1787,14,0
379,5112.939772364458,15.274030798761723,1216,11,0
380,4304.506267867259,13.501860137227197,538,14,0
381,1770.7930921947225,6.090187437554443,2027,15,0
382,834.2266993705248,6.373781398756536,19,20,0
383,6535.974532796912,11.909575089679421,675,16,0
384,1418.8380272097465,3.1848839330400747,1995,14,0
385,5208.519678221794,20.150243096076792,1720,6,0
386,2432.2592850016977,0.0,1568,21,0
387,4827.893793966008,14.09813080727174,2966,18,0
388,10.0,3.232302630115969,1530,7,0
389,2426.7832264256003,22.63181442390593,50,8,0
390,1716.711886509559,12.854228151007472,2332,14,0
391,2879.652167335042,18.319939898278186,508,14,0
392,3669.999212678786,17.273646538740238,1506,8,0
393,3449.7184435838035,23.0,733,18,0
394,2886.9977217837213,16.20725719947999,1984,11,0
395,1299.3648087056145,6.325772489404629,238,17,0
396,10.0,0.6124407136566887,370,12,0
397,5250.6736730914545,7.957420944212651,2874,9,0
398,3348.7677417021973,17.80041222047697,283,17,0
399,5207.614939266298,6.860401852930263,1443,8,0
400,3442.3444175570457,0.0,2245,22,0
401,5610.016816755209,23.0,928,18,0
402,1784.0042607506239,19.37043344943377,2861,14,0
403,1900.2142368654513,12.529643505301644,2782,16,0
404,7157.966443656682,15.0895343859639,659,16,0
405,5320.8207203534,4.180987427494067,1439,20,0
406,6231.487965822433,23.0,2104,9,0
407,1726.994950877041,0.20058786128961792,316,14,0
408,2902.878617258711,23.0,2540,11,0
409,336.15476330029423,11.078796471907676,2317,18,0
410,3853.7331800453258,0.0,1224,21,0
411,137.55873588485156,10.728742654737962,2956,17,0
412,4531.982986750055,17.14989383296893,1939,16,0
413,6776.491580003358,16.397483147082163,2040,15,1
414,5487.014764908703,16.35497567658272,2889,21,0
415,2310.1337724455543,6.1947152415840305,1908,19,0
416,3267.4203204706505,14.632427829358198,2534,11,0
417,3414.2771840405753,6.409692268647012,1730,16,0
418,2698.5299231711365,1.794497398631968,2683,21,0
419,2058.830095359807,21.17743223476161,1467,12,0
420,1847.7896876729767,21.661067441153463,595,17,0
421,4371.259964053144,6.760032642999623,2367,10,0
422,2110.613399996076,0.0,2454,13,1
423,1829.2548213220168,13.585438649957425,2741,18,0
424,718.4885573237252,13.72469020864663,1594,18,0
425,5055.2158770417045,11.10072531862338,2751,23,0
426,1892.5081707608556,12.829120692358465,21,14,0
427,10.0,19.767525389895084,834,14,0
428,720.7859747051175,16.7816655957319,457,15,0
429,3335.9686498468536,14.884410437552829,2999,19,0
430,2329.22967137918,11.37264107590846,1614,21,0
431,2742.935652674438,15.314526402747127,710,13,0
432,289.24072001259856,21.417788466030878,2172,16,0
433,1759.7073591670867,8.673278855194678,2614,11,0
434,5666.172453067107,17.412196212794182,437,12,0
435,4178.958915482612,8.099377819186515,1047,14,0
436,6298.983070919058,10.404292071571339,1056,23,0
437,5868.382974777192,15.310304195408381,2397,12,0
438,5600.132953602315,2.6782776475900327,243,14,0
439,3626.8012859712985,8.232868693471996,2705,14,0
440,3059.3137757810973,5.324522337697406,1942,14,0
441,5066.481761723035,20.944291402596797,557,10,0
442,5387.793606058252,22.00432902284903,604,8,0
443,2153.966526624855,9.271112635455406,2782,16,0
444,1583.5278439243625,9.049436248893048,543,14,0
445,4673.3701347227725,11.082865038376967,1916,14,0
446,5633.338176859499,7.821577393914653,374,15,0
447,2739.4508149792027,7.44861800233768,1293,20,0
448,4781.316519904533,4.173307387058049,494,20,0
449,1593.1160724886643,5.462784606408752,2515,6,0
450,723.1109784636601,17.01097466743724,904,15,0
451,728.3021280837975,11.680776971986814,883,21,0
452,5954.284826947729,13.929507764569529,2689,11,0
453,888.006426524239,14.119787690221237,2617,17,0
454,4221.942987256931,19.263053742013465,835,10,0
455,5164.192595308097,11.47122533640829,2977,17,0
456,3453.06211141751,14.065307260823314,55,15,0
457,6553.28017949451,20.959056672217862,219,15,0
458,4556.508056074154,10.613120734299265,2108,20,0
459,3025.303882511786,13.297318034105237,356,15,0
460,3529.5280540465974,5.991322234956906,171,17,0
461,3367.664173533917,6.493992415024433,1036,10,0
462,1162.9758169218776,20.635493522744984,2981,9,0
463,3792.4544805985665,6.786147336977337,150,10,0
464,369.0166779091214,5.9409911581493,823,9,0
465,3520.0832484605576,17.304749270354748,1134,9,0
466,3886.519735327657,17.84495179869952,2991,16,0
467,4580.265350189733,10.304792347444092,1584,15,0
468,3227.6077779437624,13.220605106573114,82,12,0
469,8524.460655192419,14.927613289307644,2056,25,0
470,10.0,23.0,1437,9,0
471,1974.9001425367019,8.080757160533889,12,17,0
472,110.37482335560526,7.933205045410826,479,13,0
473,272.1807107502127,18.35079082463998,283,16,0
474,1066.1829076841634,20.718704274751673,1871,12,0
475,569.3275881112313,6.764258499897505,2450,10,0
476,3114.7522894107774,17.90615648464405,2817,8,0
477,763.5659633187411,14.97361007566991,837,10,0
478,4300.643739625786,13.72308735205816,1642,15,0
479,2502.46856855535,23.0,2813,11,0
480,6425.244388209398,0.0,1134,19,0
481,4067.624108850736,6.54094379116774,527,13,0
482,1685.9381649001848,8.587166128981577,2326,12,0
483,3358.5968259058577,23.0,2837,14,0
484,4008.562433972943,15.352547991801682,2517,21,0
485,3270.7448971840977,12.556534509839903,1170,14,0
486,2438.3487070274214,15.204491742549186,389,13,0
487,2561.5870770140455,7.531506456653688,543,19,0
488,630.8370753449076,15.5871170254836,387,23,0
489,10.0,4.995216005397314,1054,18,0
490,1567.7837250106836,16.22624396986693,2611,18,0
491,1802.4589124034444,12.756909955742385,507,13,0
492,1935.2998808369273,11.533909935268207,942,19,0
493,776.6616406770308,6.143832111121266,680,15,0
494,3359.8007544373195,3.5078430462324715,1245,9,0
495,4340.424357948794,12.314526886887425,1450,18,0
496,3330.4771313574915,8.842073469886422,110,18,0
497,2357.603730363691,11.760079905689846,2348,20,0
498,2157.1482743534857,19.121908660763943,2785,12,0
499,1152.746895598549,7.904199222052681,864,10,0
500,6868.1413096939805,19.970785651625235,520,11,0
501,179.14799770025547,11.044612765649907,2188,15,0
502,6525.786193729314,13.300781276158919,252,14,0
503,4495.900761221901,12.223509802980914,2911,11,0
504,5555.958886023502,13.10956763623464,1679,15,0
505,6573.929200607448,7.774263564971912,2198,18,0
506,5721.906281258817,12.203546518729683,2678,13,0
507,2793.1802272062123,5.0088402359177655,744,14,0
508,4662.7567782358965,5.3274590842972,527,16,0
509,4059.0146192434268,0.0,2634,15,0
510,4590.03936974996,4.281487344286928,1377,13,0
511,2591.1435213985487,13.566712924223435,99,11,0
512,345.2665397194078,10.13201525484821,1911,11,0
513,448.17907803187427,9.799379029364161,821,12,0
514,3443.671591459749,10.225748063244765,1181,11,0
515,10.0,15.016705846193936,333,22,0
516,4035.9976711085774,20.384762233312095,2628,18,0
517,5177.443122204833,16.91670620749804,1181,15,0
518,3742.680297075065,10.96860522255079,2085,13,0
519,3459.309402699886,8.84121128754913,2091,19,0
520,4943.74450961115,11.241235974834018,2864,16,0
521,7263.2554535345425,11.991879117804167,2898,15,0
522,908.9212167332962,10.29998438135322,210,15,0
523,10.0,13.583182031502513,862,7,0
524,4421.340971091966,13.42705501788808,2438,14,0
525,1418.3743928285169,0.0,1482,16,0
526,1566.5674944288953,12.315761647248259,2533,12,0
527,3609.5445130266908,13.841795460879155,2235,12,1
528,198.93794182774172,8.281104182055362,357,14,0
529,3012.4552271439225,19.546190816330764,2744,20,0
530,5684.059116536697,8.17247845507778,899,11,0
531,1990.930918314939,13.015176657955692,23,11,0
532,3055.0141746383197,17.409138538939995,931,15,1
533,3653.280890343404,3.475943402267408,1692,23,0
534,3102.5383325961507,6.819616756584889,1337,19,0
535,1703.9013386396402,22.11332248355857,2097,16,0
536,1903.905513745114,6.411605051295315,1807,23,0
537,620.3247271709379,1.197886107563079,179,16,0
538,10.0,11.211537380185277,2098,10,0
539,4490.468204446412,3.507522637422289,2407,12,0
540,3546.1550639455904,14.37355915495398,1706,14,0
541,3296.6993292380794,0.0,2377,12,0
542,2629.7813442741835,11.597671719432316,1376,15,0
543,4866.086561926215,12.703573788118975,387,22,0
544,2337.8773217012686,9.256794396209324,2087,15,0
545,4415.51855722809,7.055866427353317,503,12,0
546,10.0,15.851192497527567,1119,13,0
547,1956.0617899488439,18.063105131620297,1628,13,0
548,773.6899774442322,14.50784063917769,2295,13,0
549,609.9093086808984,19.364618473412268,457,8,0
550,3947.691864897564,11.333075968088135,1820,21,0
551,4570.491505615442,9.065344756401306,2904,18,0
552,10.0,0.0,1017,15,0
553,551.517256676691,13.90920717893474,125,12,0
554,3837.1208261685306,4.819594401226244,2704,8,0
555,2380.322544718394,19.30534342406887,1257,14,0
556,4150.564861415959,11.427985377105191,104,14,0
557,10.0,20.583916482217116,628,13,0
558,3105.2943554156154,9.14392303988764,53,14,0
559,4857.994151698225,15.884500163687907,2342,14,0
560,10.0,19.014477250467827,526,15,0
561,10.0,11.232208920750114,717,9,0
562,4040.1172946460792,15.368752889972074,2788,12,0
563,2007.960034961402,11.500380069700814,2696,6,0
564,3816.6629155885958,10.096112320403028,2154,11,0
565,5565.503629053523,12.203981925627964,2764,22,0
566,3839.5780088892325,10.008883208529596,1124,15,0
567,3176.0269642642997,9.88263719516403,1289,15,0
568,757.5087415530184,21.62902928223706,1746,20,0
